,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,EMI_Income_Ratio,Log_ApplicantIncome,Log_CoapplicantIncome,Log_LoanAmount,Log_TotalIncome,Has_Coapplicant,HighLoan,Area_Rural,Area_Semiurban,Area_Urban
151,1,1,0,1,1,2577.0,3750.0,152.0,360.0,1.0,1,6327.0,0.0667334000667334,7.8547691834991324,8.229777750081887,5.030437921392435,8.75273950944749,1,1,1,0,0
152,1,0,0,1,0,9166.0,0.0,244.0,360.0,1.0,0,9166.0,0.07394477174097511,9.123365357961776,0.0,5.501258210544727,9.123365357961776,0,1,0,0,1
153,1,1,2,0,0,2281.0,0.0,113.0,360.0,1.0,0,2281.0,0.13761020994690437,7.732807530422021,0.0,4.736198448394496,7.732807530422021,0,0,1,0,0
154,1,0,0,1,0,3254.0,0.0,50.0,360.0,1.0,1,3254.0,0.04268251041453254,8.08794755464267,0.0,3.9318256327243257,8.08794755464267,0,0,0,0,1
155,1,1,3,1,0,10171.25,0.0,261.5,180.0,0.0,1,10171.25,0.1428317834855871,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,1,0
156,1,1,1,1,0,6000.0,0.0,160.0,360.0,1.0,1,6000.0,0.07407407407407407,8.699681400989514,0.0,5.081404364984463,8.699681400989514,0,1,1,0,0
157,1,1,1,1,0,9538.0,0.0,187.0,360.0,1.0,1,9538.0,0.054460520491134874,9.163143937145207,0.0,5.236441962829949,9.163143937145207,0,1,0,0,1
158,1,0,0,1,0,2980.0,2083.0,120.0,360.0,1.0,1,5063.0,0.06583711896767397,8.000014093678072,7.642044402873258,4.795790545596741,8.529911963824013,1,0,1,0,0
159,1,1,0,1,0,4583.0,5625.0,255.0,360.0,1.0,1,10208.0,0.06939002089864159,8.430327258394575,8.635153989049803,5.545177444479562,9.231024963169016,1,1,0,1,0
160,1,1,0,0,0,1863.0,1041.0,98.0,360.0,1.0,1,2904.0,0.09374043464952556,7.530479995245536,6.948897222313312,4.59511985013459,7.974188669286011,1,0,0,1,0
161,1,1,0,1,0,7933.0,0.0,261.5,360.0,1.0,0,7933.0,0.09156547193859686,8.978912601074276,0.0,5.570251082031678,8.978912601074276,0,1,0,0,1
162,1,1,1,1,0,3089.0,1280.0,121.0,360.0,0.0,0,4369.0,0.07693090206251113,8.035926369891792,7.155396301896734,4.804021044733257,8.382518288089635,1,0,0,1,0
163,1,1,2,1,0,4167.0,1447.0,158.0,360.0,1.0,1,5614.0,0.07817757194315798,8.335191583433202,7.277938572945661,5.0689042022202315,8.633196867172543,1,1,1,0,0
164,1,1,0,1,0,9323.0,0.0,75.0,180.0,1.0,1,9323.0,0.04469233794558261,9.140347000155648,0.0,4.330733340286331,9.140347000155648,0,0,0,0,1
165,1,1,0,1,0,3707.0,3166.0,182.0,360.0,1.0,1,6873.0,0.07355675186316828,8.218247926685745,8.06054004653864,5.209486152841421,8.835501457409778,1,1,1,0,0
166,0,1,0,1,0,4583.0,0.0,112.0,360.0,1.0,0,4583.0,0.06788372487696075,8.430327258394575,0.0,4.727387818712341,8.430327258394575,0,0,1,0,0
167,1,1,0,1,0,2439.0,3333.0,129.0,360.0,1.0,1,5772.0,0.06208131208131208,7.799753318287247,8.111928063310739,4.867534450455582,8.660947155060933,1,1,1,0,0
168,1,0,0,1,0,2237.0,0.0,63.0,480.0,0.0,0,2237.0,0.058672329012069736,7.71333788887187,0.0,4.1588830833596715,7.71333788887187,0,0,0,1,0
169,1,1,2,1,0,8000.0,0.0,200.0,360.0,1.0,1,8000.0,0.06944444444444445,8.987321812850125,0.0,5.303304908059076,8.987321812850125,0,1,0,1,0
170,1,1,0,0,0,1820.0,1769.0,95.0,360.0,1.0,1,3589.0,0.07352713538280549,7.507141079727608,7.478734825567875,4.564348191467836,8.185907481482324,1,0,1,0,0
171,1,1,3,1,0,10171.25,0.0,261.5,300.0,1.0,1,10171.25,0.08569907009135226,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,0,1
172,1,1,3,0,0,3522.0,0.0,81.0,180.0,1.0,0,3522.0,0.12776831345826234,8.167068178341237,0.0,4.406719247264253,8.167068178341237,0,0,1,0,0
173,1,1,0,1,0,5708.0,5625.0,187.0,360.0,1.0,1,11333.0,0.045834681412198396,8.64979915596426,8.635153989049803,5.236441962829949,9.335562336729565,1,1,0,1,0
174,1,1,0,0,1,4344.0,736.0,87.0,360.0,1.0,0,5080.0,0.04757217847769029,8.376781037699493,6.602587892189336,4.477336814478207,8.533263371593732,1,0,0,1,0
175,1,1,0,1,0,3497.0,1964.0,116.0,360.0,1.0,1,5461.0,0.05900425237542981,8.159946655578548,7.583247524303362,4.762173934797756,8.60557030203365,1,0,1,0,0
176,1,1,2,1,0,2045.0,1619.0,101.0,360.0,1.0,1,3664.0,0.07657083939835031,7.6236419465115715,7.3901814282264295,4.624972813284271,8.206583614320753,1,0,1,0,0
177,1,1,3,1,0,5516.0,5743.125,261.5,360.0,0.0,0,11259.125,0.06451557193732985,8.61558951327243,8.655932872329714,5.570251082031678,9.329023002875402,1,1,0,1,0
178,1,1,1,1,0,3750.0,0.0,116.0,360.0,1.0,1,3750.0,0.08592592592592592,8.229777750081887,0.0,4.762173934797756,8.229777750081887,0,0,0,1,0
179,1,0,0,0,0,2333.0,1451.0,102.0,480.0,0.0,0,3784.0,0.05615750528541226,7.755338812846501,7.280697195384741,4.634728988229636,8.23880116587155,1,0,0,0,1
180,1,1,1,1,0,6400.0,5743.125,180.0,360.0,0.0,0,12143.125,0.041175562303772714,8.764209507142004,8.655932872329714,5.198497031265826,9.404600792731317,1,1,0,0,1
181,1,0,0,1,0,1916.0,5063.0,67.0,360.0,1.0,0,6979.0,0.026667303497794972,7.558516743045645,8.529911963824013,4.219507705176107,8.850804195756417,1,0,1,0,0
182,1,1,0,1,0,4600.0,0.0,73.0,180.0,1.0,1,4600.0,0.08816425120772947,8.434028950155469,0.0,4.30406509320417,8.434028950155469,0,0,0,1,0
183,1,1,1,1,0,10171.25,0.0,260.0,360.0,1.0,0,10171.25,0.0710062403561236,9.227418703510933,0.0,5.564520407322694,9.227418703510933,0,1,0,1,0
184,0,1,0,1,0,3625.0,0.0,108.0,360.0,1.0,1,3625.0,0.08275862068965517,8.195885391314796,0.0,4.6913478822291435,8.195885391314796,0,0,0,1,0
185,1,1,0,1,1,10171.25,4750.0,120.0,360.0,1.0,1,14921.25,0.02233950462148502,9.227418703510933,8.46611040118692,4.795790545596741,9.610608666677471,1,0,0,1,0
186,1,1,1,1,1,2178.0,0.0,66.0,300.0,0.0,0,2178.0,0.10101010101010101,7.68662133494462,0.0,4.204692619390966,7.68662133494462,0,0,1,0,0
187,1,1,0,1,0,2383.0,2138.0,58.0,360.0,1.0,1,4521.0,0.03563616702302834,7.776535028185241,7.668093709082406,4.07753744390572,8.416709652837914,1,0,1,0,0
188,1,1,0,1,1,674.0,5296.0,168.0,360.0,1.0,1,5970.0,0.07816862088218872,6.51471269087253,8.574895901544526,5.1298987149230735,8.694669696546992,1,1,1,0,0
189,1,1,0,1,0,9328.0,0.0,188.0,180.0,1.0,1,9328.0,0.11196874404421574,9.140883106960962,0.0,5.241747015059643,9.140883106960962,0,1,1,0,0
190,1,0,0,0,0,4885.0,0.0,48.0,360.0,1.0,1,4885.0,0.027294438758103036,8.494129251817686,0.0,3.8918202981106265,8.494129251817686,0,0,1,0,0
191,1,0,0,1,0,10171.25,0.0,164.0,360.0,1.0,0,10171.25,0.0447885516092472,9.227418703510933,0.0,5.10594547390058,9.227418703510933,0,1,0,1,0
192,1,1,0,0,0,6033.0,0.0,160.0,360.0,1.0,0,6033.0,0.07366889515074497,8.705165419719007,0.0,5.081404364984463,8.705165419719007,0,1,0,0,1
193,1,0,0,1,0,3858.0,0.0,76.0,360.0,1.0,1,3858.0,0.054720350210241346,8.258163361537619,0.0,4.343805421853684,8.258163361537619,0,0,0,1,0
194,1,0,0,1,0,4191.0,0.0,120.0,360.0,1.0,1,4191.0,0.07953551260637874,8.340933226000878,0.0,4.795790545596741,8.340933226000878,0,0,1,0,0
195,1,1,1,1,0,3125.0,2583.0,170.0,360.0,1.0,0,5708.0,0.08272989176983571,8.047509510981422,7.857093864902493,5.14166355650266,8.64979915596426,1,1,0,1,0
196,1,0,0,1,0,8333.0,3750.0,187.0,360.0,1.0,1,12083.0,0.04298969166965525,9.0280988119824,8.229777750081887,5.236441962829949,9.399637542506563,1,1,1,0,0
197,0,0,0,0,0,1907.0,2365.0,120.0,360.0,1.0,1,4272.0,0.0780274656679151,7.553810852008231,7.768956044538332,4.795790545596741,8.360071435644025,1,0,0,0,1
198,0,1,0,1,0,3416.0,2816.0,113.0,360.0,1.0,1,6232.0,0.05036727998858936,8.136518252115291,7.943427767876373,4.736198448394496,8.73761303680885,1,0,0,1,0
199,1,0,0,1,1,10171.25,0.0,83.0,360.0,1.0,0,10171.25,0.022667376729070227,9.227418703510933,0.0,4.430816798843313,9.227418703510933,0,0,0,0,1
200,1,1,1,0,0,2600.0,2500.0,90.0,360.0,1.0,1,5100.0,0.049019607843137254,7.8636512654486515,7.824445930877619,4.51085950651685,8.537191877922927,1,0,0,1,0
201,1,0,2,1,0,4923.0,0.0,166.0,360.0,0.0,1,4923.0,0.09366465795472499,8.501876487304344,0.0,5.117993812416755,8.501876487304344,0,1,0,1,0
202,1,1,3,0,0,3992.0,0.0,128.0,180.0,1.0,0,3992.0,0.1781340458695168,8.292298107063221,0.0,4.859812404361672,8.292298107063221,0,0,0,0,1
203,1,1,1,0,0,3500.0,1083.0,135.0,360.0,1.0,1,4583.0,0.08182413266419376,8.160803920954665,6.988413181999592,4.912654885736052,8.430327258394575,1,1,0,0,1
204,1,1,2,0,0,3917.0,0.0,124.0,360.0,1.0,1,3917.0,0.08793577851530367,8.273336598504486,0.0,4.8283137373023015,8.273336598504486,0,0,0,1,0
205,0,0,0,0,0,4408.0,0.0,120.0,360.0,1.0,1,4408.0,0.07562008469449485,8.391403185357937,0.0,4.795790545596741,8.391403185357937,0,0,0,1,0
206,0,0,0,1,0,3244.0,0.0,80.0,360.0,1.0,1,3244.0,0.06850253459377997,8.08487062913819,0.0,4.394449154672439,8.08487062913819,0,0,0,0,1
207,1,0,0,0,0,3975.0,2531.0,55.0,360.0,1.0,1,6506.0,0.023482597260648292,8.288031567776464,7.836764783264067,4.02535169073515,8.780633799494984,1,0,1,0,0
208,1,0,0,1,0,2479.0,0.0,59.0,360.0,1.0,1,2479.0,0.0661108870064094,7.8160138391590275,0.0,4.0943445622221,7.8160138391590275,0,0,0,0,1
209,1,0,0,1,0,3418.0,0.0,127.0,360.0,1.0,0,3418.0,0.10321175476236916,8.137103389639302,0.0,4.852030263919617,8.137103389639302,0,0,0,1,0
210,0,0,0,1,0,10000.0,0.0,214.0,360.0,1.0,0,10000.0,0.059444444444444446,9.210440366976517,0.0,5.3706380281276624,9.210440366976517,0,1,0,1,0
211,1,1,3,1,0,3430.0,1250.0,128.0,360.0,0.0,0,4680.0,0.07597340930674264,8.14060704285845,7.1316985104669115,4.859812404361672,8.45126704130007,1,0,0,1,0
212,1,1,1,1,1,7787.0,0.0,240.0,360.0,1.0,1,7787.0,0.08561277342579512,8.960339366492091,0.0,5.484796933490655,8.960339366492091,0,1,0,0,1
213,1,1,3,0,1,5703.0,0.0,130.0,360.0,1.0,1,5703.0,0.06331950045784869,8.648922962094131,0.0,4.875197323201151,8.648922962094131,0,1,1,0,0
214,1,1,0,1,0,3173.0,3021.0,137.0,360.0,1.0,1,6194.0,0.06143938578552721,8.062747901086354,8.013674142832684,4.927253685157205,8.731497794063243,1,1,0,0,1
215,1,1,3,0,0,3850.0,983.0,100.0,360.0,1.0,1,4833.0,0.05747522817665586,8.25608813381491,6.891625897052253,4.61512051684126,8.483429561263428,1,0,0,1,0
216,1,1,0,1,0,150.0,1800.0,135.0,360.0,1.0,0,1950.0,0.19230769230769232,5.017279836814924,7.496097345175956,4.912654885736052,7.576097340623111,1,1,1,0,0
217,1,1,0,1,0,3727.0,1775.0,131.0,360.0,1.0,1,5502.0,0.06613756613756613,8.223627175805483,7.4821189235521155,4.882801922586371,8.613048677059759,1,1,0,1,0
218,1,1,2,1,0,5000.0,0.0,72.0,360.0,0.0,0,5000.0,0.04,8.517393171418904,0.0,4.290459441148391,8.517393171418904,0,0,0,1,0
219,0,1,2,1,0,4283.0,2383.0,127.0,360.0,1.0,1,6666.0,0.05292195886255292,8.36264243156764,7.776535028185241,4.852030263919617,8.80492526261806,1,0,0,1,0
220,1,1,0,1,0,2221.0,0.0,60.0,360.0,0.0,0,2221.0,0.07504127269998499,7.706162970199576,0.0,4.110873864173311,7.706162970199576,0,0,0,0,1
221,1,1,2,1,0,4009.0,1717.0,116.0,360.0,1.0,1,5726.0,0.05627352815616874,8.296546520300614,7.4489161025442,4.762173934797756,8.652947112393857,1,0,0,1,0
222,1,0,0,1,0,2971.0,2791.0,144.0,360.0,1.0,1,5762.0,0.06942034015966678,7.99699040583765,7.934513463882263,4.976733742420574,8.659213451436667,1,1,0,1,0
223,1,1,0,1,0,7578.0,1010.0,175.0,360.0,1.0,1,8588.0,0.056603529472649176,8.93313654381203,6.918695219020472,5.170483995038151,9.058237593766226,1,1,0,1,0
224,1,1,0,1,0,6250.0,0.0,128.0,360.0,1.0,1,6250.0,0.05688888888888889,8.740496729931813,0.0,4.859812404361672,8.740496729931813,0,0,0,1,0
225,1,1,0,1,0,3250.0,0.0,170.0,360.0,1.0,0,3250.0,0.1452991452991453,8.086717920303906,0.0,5.14166355650266,8.086717920303906,0,1,1,0,0
226,1,1,0,0,1,4735.0,0.0,138.0,360.0,1.0,0,4735.0,0.08095740936290038,8.462948176563842,0.0,4.9344739331306915,8.462948176563842,0,1,0,0,1
227,1,1,2,1,0,6250.0,1695.0,210.0,360.0,1.0,1,7945.0,0.07342143906020558,8.740496729931813,7.4360278163518485,5.351858133476067,8.980423936374544,1,1,0,1,0
228,1,1,0,1,0,4758.0,0.0,158.0,480.0,1.0,1,4758.0,0.0691817290177946,8.46779284112111,0.0,5.0689042022202315,8.46779284112111,0,1,0,1,0
229,1,0,0,1,1,6400.0,0.0,200.0,360.0,1.0,1,6400.0,0.08680555555555555,8.764209507142004,0.0,5.303304908059076,8.764209507142004,0,1,1,0,0
230,1,1,1,1,0,2491.0,2054.0,104.0,360.0,1.0,1,4545.0,0.06356191174673023,7.820840879907344,7.628031126930335,4.653960350157523,8.422003004412488,1,0,0,1,0
231,1,1,0,1,0,3716.0,0.0,42.0,180.0,1.0,1,3716.0,0.06279153211338356,8.220672170297252,0.0,3.7612001156935624,8.220672170297252,0,0,1,0,0
232,1,0,0,0,0,3189.0,2598.0,120.0,360.0,1.0,1,5787.0,0.05760036864235931,8.06777619577889,7.8628820346414905,4.795790545596741,8.663542087751374,1,0,1,0,0
233,0,0,0,1,0,8333.0,0.0,261.5,360.0,1.0,1,8333.0,0.08717015347280557,9.0280988119824,0.0,5.570251082031678,9.0280988119824,0,1,0,1,0
234,1,1,1,1,0,3155.0,1779.0,140.0,360.0,1.0,1,4934.0,0.07881817772373102,8.057060681965766,7.484368643286131,4.948759890378168,8.504107951867582,1,1,0,1,0
235,1,1,1,1,0,5500.0,1260.0,170.0,360.0,1.0,1,6760.0,0.06985535831689678,8.612685172875459,7.13966033596492,5.14166355650266,8.818926087090677,1,1,1,0,0
236,1,1,0,1,0,5746.0,0.0,255.0,360.0,1.0,0,5746.0,0.1232741617357002,8.656433258507741,0.0,5.545177444479562,8.656433258507741,0,1,0,0,1
237,0,0,0,1,1,3463.0,0.0,122.0,360.0,1.0,1,3463.0,0.09785991593672795,8.150179269682326,0.0,4.812184355372417,8.150179269682326,0,0,0,0,1
238,0,0,1,1,0,3812.0,0.0,112.0,360.0,1.0,1,3812.0,0.08161361781508686,8.246171559857563,0.0,4.727387818712341,8.246171559857563,0,0,1,0,0
239,1,1,1,1,0,3315.0,0.0,96.0,360.0,1.0,1,3315.0,0.08044243338360986,8.106514516255185,0.0,4.574710978503383,8.106514516255185,0,0,0,1,0
240,1,1,2,1,0,5819.0,5000.0,120.0,360.0,1.0,1,10819.0,0.03080999476230089,8.669055540725484,8.517393171418904,4.795790545596741,9.289151552400472,1,0,1,0,0
241,1,1,1,0,0,2510.0,1983.0,140.0,180.0,1.0,0,4493.0,0.17310878650740658,7.828436359157585,7.592870287844818,4.948759890378168,8.410498452745275,1,1,0,0,1
242,1,0,0,1,0,2965.0,5701.0,155.0,60.0,1.0,1,8666.0,0.2980998538349104,7.994969522697877,8.648572269472618,5.049856007249537,9.067277989134345,1,1,0,0,1
243,1,1,2,1,1,6250.0,1300.0,108.0,360.0,1.0,1,7550.0,0.039735099337748346,8.740496729931813,7.170888478512505,4.6913478822291435,8.929435283803425,1,0,1,0,0
244,1,1,0,0,0,3406.0,4417.0,123.0,360.0,1.0,1,7823.0,0.04367463462439814,8.133587417660966,8.393442383980062,4.820281565605037,8.964951211714654,1,0,0,1,0
245,1,0,0,1,1,6050.0,4333.0,120.0,180.0,1.0,0,10383.0,0.06420751870043982,8.707978826622321,8.374246182096304,4.795790545596741,9.248021438943871,1,0,0,0,1
246,1,1,2,1,0,9703.0,0.0,112.0,360.0,1.0,1,9703.0,0.0320633939102454,9.180293450623886,0.0,4.727387818712341,9.180293450623886,0,0,0,0,1
247,1,1,1,0,0,6608.0,0.0,137.0,180.0,1.0,1,6608.0,0.1151802528921173,8.796187635470453,0.0,4.927253685157205,8.796187635470453,0,1,0,0,1
248,1,1,1,1,0,2882.0,1843.0,123.0,480.0,1.0,1,4725.0,0.05423280423280423,7.9665866976384025,7.519692404116539,4.820281565605037,8.460834457746854,1,0,0,1,0
249,1,1,0,1,0,1809.0,1868.0,90.0,360.0,1.0,1,3677.0,0.06799020940984499,7.501082124259871,7.533158807455563,4.51085950651685,8.210124405164267,1,0,0,0,1
250,1,1,0,0,0,1668.0,3890.0,201.0,360.0,0.0,0,5558.0,0.10045579944824277,7.419979923661835,8.266421472984554,5.308267697401205,8.62317351495347,1,1,0,1,0
251,0,0,2,1,0,3427.0,0.0,138.0,360.0,1.0,0,3427.0,0.11185682326621924,8.13973227971767,0.0,4.9344739331306915,8.13973227971767,0,1,0,0,1
252,1,0,0,0,1,2583.0,2167.0,104.0,360.0,1.0,1,4750.0,0.0608187134502924,7.857093864902493,7.681560362559537,4.653960350157523,8.46611040118692,1,0,1,0,0
253,1,1,1,0,0,2661.0,5743.125,261.5,180.0,1.0,1,8404.125,0.17286484646263325,7.8868329989550565,8.655932872329714,5.570251082031678,9.036596917832068,1,1,0,1,0
254,1,0,0,1,1,10171.25,0.0,192.0,360.0,0.0,0,10171.25,0.052435377493752815,9.227418703510933,0.0,5.262690188904886,9.227418703510933,0,1,0,0,1
255,0,0,3,1,0,3083.0,0.0,255.0,360.0,1.0,1,3083.0,0.22975456806141203,8.03398273468322,0.0,5.545177444479562,8.03398273468322,0,1,1,0,0
256,1,0,0,0,0,6045.0,0.0,115.0,360.0,0.0,0,6045.0,0.05284440768311736,8.707152175339404,0.0,4.7535901911063645,8.707152175339404,0,0,1,0,0
257,1,1,3,1,0,5250.0,0.0,94.0,360.0,1.0,0,5250.0,0.04973544973544974,8.566173813637858,0.0,4.553876891600541,8.566173813637858,0,0,0,0,1
258,1,1,0,1,0,10171.25,2100.0,261.5,360.0,1.0,0,12271.25,0.05919436804635949,9.227418703510933,7.650168700845001,5.570251082031678,9.415095894977114,1,1,1,0,0
259,1,1,3,0,0,4931.0,0.0,128.0,360.0,1.0,0,4931.0,0.07210617634466752,8.503499864284235,0.0,4.859812404361672,8.503499864284235,0,0,0,1,0
260,1,1,1,1,0,6083.0,4250.0,261.5,360.0,1.0,1,10333.0,0.07029796660107315,8.713417653379183,8.35490952835879,5.570251082031678,9.24319470884713,1,1,0,0,1
261,1,0,0,1,0,2060.0,2209.0,134.0,360.0,1.0,1,4269.0,0.08719190026287707,7.630946580890459,7.700747794511798,4.90527477843843,8.35936910622267,1,1,0,1,0
262,0,0,1,1,0,3481.0,0.0,155.0,36.0,1.0,0,3481.0,1.2368731845893581,8.155362120328135,0.0,5.049856007249537,8.155362120328135,0,1,0,1,0
263,0,0,0,1,0,7200.0,0.0,120.0,360.0,1.0,1,7200.0,0.046296296296296294,8.881975184248867,0.0,4.795790545596741,8.881975184248867,0,0,1,0,0
264,1,0,0,1,1,5166.0,0.0,128.0,360.0,1.0,1,5166.0,0.06882608508624768,8.550047528287184,0.0,4.859812404361672,8.550047528287184,0,0,0,1,0
265,1,0,0,1,0,4095.0,3447.0,151.0,360.0,1.0,1,7542.0,0.05561448481098441,8.317766166719343,8.145549631783584,5.0238805208462765,8.928375259853631,1,1,1,0,0
266,1,1,2,1,0,4708.0,1387.0,150.0,360.0,1.0,1,6095.0,0.06836204539239814,8.457230850243555,7.23561914106675,5.017279836814924,8.715388097366482,1,1,0,1,0
267,1,1,3,1,0,4333.0,1811.0,160.0,360.0,0.0,1,6144.0,0.07233796296296297,8.374246182096304,7.502186486602924,5.081404364984463,8.723394022000136,1,1,0,0,1
268,0,0,0,1,0,3418.0,0.0,135.0,360.0,1.0,0,3418.0,0.10971328262141604,8.137103389639302,0.0,4.912654885736052,8.137103389639302,0,1,1,0,0
269,0,0,1,1,0,2876.0,1560.0,90.0,360.0,1.0,1,4436.0,0.0563570784490532,7.964503363551548,7.353081920515432,4.51085950651685,8.39773375137891,1,0,0,0,1
270,0,0,0,1,0,3237.0,0.0,30.0,360.0,1.0,1,3237.0,0.025744001647616106,8.08271113423758,0.0,3.4339872044851463,8.08271113423758,0,0,0,0,1
271,1,1,0,1,0,10171.25,0.0,136.0,360.0,1.0,1,10171.25,0.03714172572474158,9.227418703510933,0.0,4.919980925828125,9.227418703510933,0,1,0,0,1
272,1,0,0,1,0,2833.0,1857.0,126.0,360.0,1.0,1,4690.0,0.07462686567164178,7.949444420250626,7.527255919373784,4.844187086458591,8.453401058328458,1,0,1,0,0
273,1,1,0,1,0,2620.0,2223.0,150.0,360.0,1.0,1,4843.0,0.08603482689792828,7.8713112033234065,7.707062655370473,5.017279836814924,8.485496104672983,1,1,0,1,0
274,1,1,2,1,0,3900.0,0.0,90.0,360.0,1.0,1,3900.0,0.0641025641025641,8.268988209506656,0.0,4.51085950651685,8.268988209506656,0,0,0,1,0
275,1,1,1,1,0,2750.0,1842.0,115.0,360.0,1.0,1,4592.0,0.06956542779713512,7.919719760924575,7.519149957669823,4.7535901911063645,8.432288684325794,1,0,0,1,0
276,1,1,0,1,0,3993.0,3274.0,207.0,360.0,1.0,1,7267.0,0.07912481078849594,8.29254851397576,8.094073148069352,5.337538079701318,8.891236429516061,1,1,0,1,0
277,1,1,0,1,0,3103.0,1300.0,80.0,360.0,1.0,1,4403.0,0.050470638705932824,8.04044688130311,7.170888478512505,4.394449154672439,8.390268497842571,1,0,0,0,1
278,1,1,0,1,0,10171.25,0.0,261.5,360.0,1.0,1,10171.25,0.07141589174279354,9.227418703510933,0.0,5.570251082031678,9.227418703510933,0,1,0,1,0
279,0,1,0,0,0,4100.0,0.0,124.0,360.0,1.0,1,4100.0,0.08401084010840108,8.31898612539206,0.0,4.8283137373023015,8.31898612539206,0,0,1,0,0
280,1,0,1,0,1,4053.0,2426.0,158.0,360.0,0.0,0,6479.0,0.06774022054157877,8.307459327011946,7.794411205726601,5.0689042022202315,8.776475789346321,1,1,0,0,1
281,1,1,0,1,0,3927.0,800.0,112.0,360.0,1.0,1,4727.0,0.06581576287520861,8.275885669474356,6.68586094706836,4.727387818712341,8.461257559085935,1,0,0,1,0
282,1,1,2,1,0,2301.0,985.7999878,78.0,180.0,1.0,1,3286.7999878,0.1318404937756442,7.741533589281828,6.894467372292008,4.3694478524670215,8.097973923364721,1,0,0,0,1
283,0,0,0,1,0,1811.0,1666.0,54.0,360.0,1.0,1,3477.0,0.04314063848144953,7.502186486602924,7.418780882750794,4.007333185232471,8.154212694914229,1,0,0,0,1
284,1,1,0,1,0,10171.25,0.0,128.0,360.0,1.0,0,10171.25,0.03495691832916854,9.227418703510933,0.0,4.859812404361672,9.227418703510933,0,0,1,0,0
285,1,0,0,1,0,3158.0,3053.0,89.0,360.0,1.0,1,6211.0,0.03980393209180844,8.058010800802085,8.024207485778577,4.499809670330265,8.734238184268579,1,0,1,0,0
286,0,0,0,1,1,2600.0,1717.0,99.0,300.0,1.0,0,4317.0,0.07644197359277276,7.8636512654486515,7.4489161025442,4.605170185988092,8.370547611074752,1,0,0,1,0
287,1,1,0,1,0,3704.0,2000.0,120.0,360.0,1.0,1,5704.0,0.0584385226741468,8.217438537730187,7.601402334583733,4.795790545596741,8.649098262296176,1,0,1,0,0
288,0,0,0,1,0,4124.0,0.0,115.0,360.0,1.0,1,4124.0,0.07745985558788662,8.324821298768782,0.0,4.7535901911063645,8.324821298768782,0,0,0,1,0
289,1,0,0,1,0,9508.0,0.0,187.0,360.0,1.0,1,9508.0,0.05463235637825457,9.159993997539445,0.0,5.236441962829949,9.159993997539445,0,1,1,0,0
290,1,1,0,1,0,3075.0,2416.0,139.0,360.0,1.0,1,5491.0,0.07031708452214736,8.031385330625534,7.790282380703483,4.941642422609304,8.61104776688786,1,1,1,0,0
291,1,1,2,1,0,4400.0,0.0,127.0,360.0,0.0,0,4400.0,0.08017676767676768,8.38958706681109,0.0,4.852030263919617,8.38958706681109,0,0,0,1,0
292,1,1,2,1,0,3153.0,1560.0,134.0,360.0,1.0,1,4713.0,0.07897776834759648,8.056426767522984,7.353081920515432,4.90527477843843,8.458292083496076,1,1,0,0,1
293,0,0,0,1,0,5417.0,0.0,143.0,480.0,0.0,0,5417.0,0.05499661559288659,8.59748202264504,0.0,4.969813299576001,8.59748202264504,0,1,0,0,1
294,1,1,0,1,0,2383.0,3334.0,172.0,360.0,1.0,1,5717.0,0.08357141468913377,7.776535028185241,8.112227958349724,5.153291594497779,8.651374372882257,1,1,0,1,0
295,1,1,3,1,0,4416.0,1250.0,110.0,360.0,1.0,1,5666.0,0.05392791308781425,8.393216011596527,7.1316985104669115,4.709530201312334,8.64241515616962,1,0,0,0,1
296,1,1,1,1,0,6875.0,0.0,200.0,360.0,1.0,1,6875.0,0.08080808080808081,8.83579236650274,0.0,5.303304908059076,8.83579236650274,0,1,0,1,0
297,0,1,1,1,0,4666.0,0.0,135.0,360.0,1.0,1,4666.0,0.0803686240891556,8.448271745949816,0.0,4.912654885736052,8.448271745949816,0,1,0,0,1
298,0,0,0,1,0,5000.0,2541.0,151.0,480.0,1.0,0,7541.0,0.041716394819431554,8.517393171418904,7.8407064517494,5.0238805208462765,8.928242677818302,1,1,1,0,0
299,1,1,1,1,0,2014.0,2925.0,113.0,360.0,1.0,0,4939.0,0.0635531259139277,7.608374474380783,7.98139158158007,4.736198448394496,8.505120610181969,1,0,0,0,1
300,1,1,0,0,0,1800.0,2934.0,93.0,360.0,0.0,0,4734.0,0.05456977890437967,7.496097345175956,7.984462732262196,4.543294782270004,8.462737005620179,1,0,0,0,1
301,1,1,0,0,0,2875.0,1750.0,105.0,360.0,1.0,1,4625.0,0.06306306306306306,7.964155718840937,7.467942332285852,4.663439094112067,8.439447842791385,1,0,0,1,0
302,0,0,0,1,0,5000.0,0.0,132.0,360.0,1.0,1,5000.0,0.07333333333333333,8.517393171418904,0.0,4.890349128221754,8.517393171418904,0,1,1,0,0
303,1,1,1,1,0,1625.0,1803.0,96.0,360.0,1.0,1,3428.0,0.07779074290159471,7.3938782901077555,7.4977617006225685,4.574710978503383,8.14002395246292,1,0,0,0,1
